month,close,vintage_date
2009-02,735.0900268554688,2009-02-28
2009-03,797.8699951171875,2009-04-01
2009-04,872.8099975585938,2009-05-01
2009-05,919.1400146484375,2009-05-30
2009-06,919.3200073242188,2009-07-01
2009-07,987.47998046875,2009-08-01
2009-08,1020.6199951171875,2009-09-01
2009-09,1057.0799560546875,2009-10-01
2009-10,1036.18994140625,2009-10-31
2009-11,1095.6300048828125,2009-12-01
2009-12,1115.0999755859375,2010-01-01
2010-01,1073.8699951171875,2010-01-30
2010-02,1104.489990234375,2010-02-27
2010-03,1169.4300537109375,2010-04-01
2010-04,1186.68994140625,2010-05-01
2010-05,1089.4100341796875,2010-05-29
2010-06,1030.7099609375,2010-07-01
2010-07,1101.5999755859375,2010-07-31
2010-08,1049.3299560546875,2010-09-01
2010-09,1141.199951171875,2010-10-01
2010-10,1183.260009765625,2010-10-30
2010-11,1180.550048828125,2010-12-01
2010-12,1257.6400146484375,2011-01-01
2011-01,1286.1199951171875,2011-02-01
2011-02,1327.219970703125,2011-03-01
2011-03,1325.8299560546875,2011-04-01
2011-04,1363.6099853515625,2011-04-30
2011-05,1345.199951171875,2011-06-01
2011-06,1320.6400146484375,2011-07-01
2011-07,1292.280029296875,2011-07-30
2011-08,1218.8900146484375,2011-09-01
2011-09,1131.4200439453125,2011-10-01
2011-10,1253.300048828125,2011-11-01
2011-11,1246.9599609375,2011-12-01
2011-12,1257.5999755859375,2011-12-31
2012-01,1312.4100341796875,2012-02-01
2012-02,1365.6800537109375,2012-03-01
2012-03,1408.469970703125,2012-03-31
2012-04,1397.9100341796875,2012-05-01
2012-05,1310.3299560546875,2012-06-01
2012-06,1362.1600341796875,2012-06-30
2012-07,1379.3199462890625,2012-08-01
2012-08,1406.5799560546875,2012-09-01
2012-09,1440.6700439453125,2012-09-29
2012-10,1412.1600341796875,2012-11-01
2012-11,1416.1800537109375,2012-12-01
2012-12,1426.18994140625,2013-01-01
2013-01,1498.1099853515625,2013-02-01
2013-02,1514.6800537109375,2013-03-01
2013-03,1569.18994140625,2013-03-29
2013-04,1597.5699462890625,2013-05-01
2013-05,1630.739990234375,2013-06-01
2013-06,1606.280029296875,2013-06-29
2013-07,1685.72998046875,2013-08-01
2013-08,1632.969970703125,2013-08-31
2013-09,1681.550048828125,2013-10-01
2013-10,1756.5400390625,2013-11-01
2013-11,1805.81005859375,2013-11-30
2013-12,1848.3599853515625,2014-01-01
2014-01,1782.5899658203125,2014-02-01
2014-02,1859.449951171875,2014-03-01
2014-03,1872.3399658203125,2014-04-01
2014-04,1883.949951171875,2014-05-01
2014-05,1923.5699462890625,2014-05-31
2014-06,1960.22998046875,2014-07-01
2014-07,1930.6700439453125,2014-08-01
2014-08,2003.3699951171875,2014-08-30
2014-09,1972.2900390625,2014-10-01
2014-10,2018.050048828125,2014-11-01
2014-11,2067.56005859375,2014-11-29
2014-12,2058.89990234375,2015-01-01
2015-01,1994.989990234375,2015-01-31
2015-02,2104.5,2015-02-28
2015-03,2067.889892578125,2015-04-01
2015-04,2085.510009765625,2015-05-01
2015-05,2107.389892578125,2015-05-30
2015-06,2063.110107421875,2015-07-01
2015-07,2103.840087890625,2015-08-01
2015-08,1972.1800537109375,2015-09-01
2015-09,1920.030029296875,2015-10-01
2015-10,2079.360107421875,2015-10-31
2015-11,2080.409912109375,2015-12-01
2015-12,2043.93994140625,2016-01-01
2016-01,1940.239990234375,2016-01-30
2016-02,1932.22998046875,2016-03-01
2016-03,2059.739990234375,2016-04-01
2016-04,2065.300048828125,2016-04-30
2016-05,2096.949951171875,2016-06-01
2016-06,2098.860107421875,2016-07-01
2016-07,2173.60009765625,2016-07-30
2016-08,2170.949951171875,2016-09-01
2016-09,2168.27001953125,2016-10-01
2016-10,2126.14990234375,2016-11-01
2016-11,2198.81005859375,2016-12-01
2016-12,2238.830078125,2016-12-31
2017-01,2278.8701171875,2017-02-01
2017-02,2363.639892578125,2017-03-01
2017-03,2362.719970703125,2017-04-01
2017-04,2384.199951171875,2017-04-29
2017-05,2411.800048828125,2017-06-01
2017-06,2423.409912109375,2017-07-01
2017-07,2470.300048828125,2017-08-01
2017-08,2471.64990234375,2017-09-01
